background27,0,448,0,0,160,32,0,1,1,4294967295
background27,160,448,0,0,160,32,0,1,1,4294967295
background27,320,448,0,0,160,32,0,1,1,4294967295
background27,480,448,0,0,160,32,0,1,1,4294967295
background27,640,448,0,0,160,32,0,1,1,4294967295
background27,800,448,0,0,160,32,0,1,1,4294967295
background27,960,448,0,0,160,32,0,1,1,4294967295
background27,1120,448,0,0,160,32,0,1,1,4294967295
background27,1280,448,0,0,160,32,0,1,1,4294967295
background27,1440,448,0,0,160,32,0,1,1,4294967295
background27,1600,448,0,0,160,32,0,1,1,4294967295
background27,1760,448,0,0,160,32,0,1,1,4294967295
background27,1920,448,0,0,160,32,0,1,1,4294967295
background27,2080,448,0,0,128,32,0,1,1,4294967295
background27,2272,448,0,0,160,32,0,1,1,4294967295
background27,2432,448,0,0,160,32,0,1,1,4294967295
background27,2592,448,0,0,160,32,0,1,1,4294967295
background27,2848,448,0,0,160,32,0,1,1,4294967295
background27,3008,448,0,0,160,32,0,1,1,4294967295
background27,3168,448,0,0,160,32,0,1,1,4294967295
background27,3328,448,0,0,160,32,0,1,1,4294967295
background27,3488,448,0,0,160,32,0,1,1,4294967295
background27,3648,448,0,0,160,32,0,1,1,4294967295
background27,3808,448,0,0,160,32,0,1,1,4294967295
background27,3968,448,0,0,160,32,0,1,1,4294967295
background27,4128,448,0,0,160,32,0,1,1,4294967295
background27,4288,448,0,0,160,32,0,1,1,4294967295
background27,4448,448,0,0,160,32,0,1,1,4294967295
background27,4608,448,0,0,160,32,0,1,1,4294967295
background27,4768,448,0,0,128,32,0,1,1,4294967295
background27,4960,448,0,0,160,32,0,1,1,4294967295
background27,5120,448,0,0,160,32,0,1,1,4294967295
background27,5280,448,0,0,160,32,0,1,1,4294967295
background27,5440,448,0,0,160,32,0,1,1,4294967295
background27,5600,448,0,0,160,32,0,1,1,4294967295
background27,5760,448,0,0,160,32,0,1,1,4294967295
background27,5920,448,0,0,160,32,0,1,1,4294967295
background27,6080,448,0,0,160,32,0,1,1,4294967295
background27,6240,448,0,0,160,32,0,1,1,4294967295
background27,6400,448,0,0,160,32,0,1,1,4294967295
background27,6560,448,0,0,160,32,0,1,1,4294967295
background27,6720,448,0,0,160,32,0,1,1,4294967295
background27,6880,448,0,0,160,32,0,1,1,4294967295
background27,7040,448,0,0,128,32,0,1,1,4294967295
